sheet,category,code,name,tier,unit_price,hours,equipment,hourly_rate,material_mark_up,description
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Single Wall Flue with New Double Wall up to 15',STANDARD,710.65,0.5,180.80,865.00,278.15,Replace single wall flue pipe with new double wall pipe per new codes
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Single Wall Flue with New Double Wall up to 15',RUMI,789.62,0.5,180.80,865.00,278.15,Replace single wall flue pipe with new double wall pipe per new codes
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue Cap on Roof,MEMBER,522.17,0.5,96.00,865.00,147.69,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue Cap on Roof,STANDARD,580.19,0.5,96.00,865.00,147.69,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue Cap on Roof,RUMI,644.66,0.5,96.00,865.00,147.69,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace High Wind Cap on Roof,MEMBER,663.40,0.5,198.00,865.00,304.62,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace High Wind Cap on Roof,STANDARD,737.12,0.5,198.00,865.00,304.62,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace High Wind Cap on Roof,RUMI,819.02,0.5,198.00,865.00,304.62,Replaced rusted flue cap on roof with new code approved cap
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,MEMBER,173.42,0.2,12.80,865.00,19.69,Single wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,STANDARD,192.69,0.2,12.80,865.00,19.69,Single wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,RUMI,214.10,0.2,12.80,865.00,19.69,Single wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,MEMBER,292.60,0.3,42.65,865.00,65.62,Double wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,STANDARD,325.12,0.3,42.65,865.00,65.62,Double wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Broken Elbow on Flue Pipe,RUMI,361.24,0.3,42.65,865.00,65.62,Double wall pipe
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,MEMBER,705.09,0.5,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (no roofing included)
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,STANDARD,783.43,0.5,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (no roofing included)
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,RUMI,870.48,0.5,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (no roofing included)
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,MEMBER,899.71,0.75,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (roofing included)
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,STANDARD,999.68,0.75,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (roofing included)
HVAC,Furnace Installation Related Repairs,ACR0240,Replace Flue on Mobile Home Furnace,RUMI,1110.75,0.75,245.65,865.00,350.93,Change out piping on a Mobile Home furnace due to rusting (roofing included)
HVAC,Heat Exchanger Inspection,ACR0240,Combustion Analysis,MEMBER,1420.84,0.2,984.00,865.00,1405.71,Perform combustion analysis to verify safety and peak operation
HVAC,Heat Exchanger Inspection,ACR0240,Combustion Analysis,STANDARD,1578.71,0.2,984.00,865.00,1405.71,Perform combustion analysis to verify safety and peak operation
HVAC,Heat Exchanger Inspection,ACR0240,Combustion Analysis,RUMI,1754.13,0.2,984.00,865.00,1405.71,Perform combustion analysis to verify safety and peak operation
HVAC,Heat Exchanger Inspection,ACR0240,Indepth Diagnostic on a heat exchange,MEMBER,1557.00,2,0.00,865.00,0.00,Opening up to visually diagnose a cracked primary or plugged secondary heat exchanger
HVAC,Heat Exchanger Inspection,ACR0240,Indepth Diagnostic on a heat exchange,STANDARD,1730.00,2,0.00,865.00,0.00,Opening up to visually diagnose a cracked primary or plugged secondary heat exchanger
HVAC,Heat Exchanger Inspection,ACR0240,Indepth Diagnostic on a heat exchange,RUMI,1922.22,2,0.00,865.00,0.00,Opening up to visually diagnose a cracked primary or plugged secondary heat exchanger
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,MEMBER,251.55,0.3,13.00,865.00,20.00,Vacuum burner assembly area from debris
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,STANDARD,279.50,0.3,13.00,865.00,20.00,Vacuum burner assembly area from debris
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,RUMI,310.56,0.3,13.00,865.00,20.00,Vacuum burner assembly area from debris
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,MEMBER,631.11,0.8,6.00,865.00,9.23,Remove burners and clean area
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,STANDARD,701.23,0.8,6.00,865.00,9.23,Remove burners and clean area
HVAC,Heat Exchanger Inspection,ACR0240,Clean burners,RUMI,779.15,0.8,6.00,865.00,9.23,Remove burners and clean area
HVAC,Heat Exchanger Inspection,ACR0240,Clean secondary heat exchanger,MEMBER,524.03,0.65,13.00,865.00,20.00,Remove blower and clean secondary heat exchanger by vaccuuming
HVAC,Heat Exchanger Inspection,ACR0240,Clean secondary heat exchanger,STANDARD,582.25,0.65,13.00,865.00,20.00,Remove blower and clean secondary heat exchanger by vaccuuming
HVAC,Heat Exchanger Inspection,ACR0240,Clean secondary heat exchanger,RUMI,646.94,0.65,13.00,865.00,20.00,Remove blower and clean secondary heat exchanger by vaccuuming
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on mid efficent furnace,MEMBER,2837.57,2,996.00,865.00,1422.86,Replace a cracked heat exchager on an 80% efficient furance
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on mid efficent furnace,STANDARD,3152.86,2,996.00,865.00,1422.86,Replace a cracked heat exchager on an 80% efficient furance
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on mid efficent furnace,RUMI,3503.17,2,996.00,865.00,1422.86,Replace a cracked heat exchager on an 80% efficient furance
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on high efficent furnace,MEMBER,4668.75,3.5,1512.00,865.00,2160.00,Replace a cracked heat exchager on an 90% efficient furance
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on high efficent furnace,STANDARD,5187.50,3.5,1512.00,865.00,2160.00,Replace a cracked heat exchager on an 90% efficient furance
HVAC,Heat Exchanger Inspection,ACR0240,Replace cracked heat exchanger on high efficent furnace,RUMI,5763.89,3.5,1512.00,865.00,2160.00,Replace a cracked heat exchager on an 90% efficient furance
HVAC,Venting,ACR0240,Clear blocked vents,MEMBER,132.40,0.01,90.00,865.00,138.46,Clear ice from blocked vents outside
HVAC,Venting,ACR0240,Clear blocked vents,STANDARD,147.11,0.01,90.00,865.00,138.46,Clear ice from blocked vents outside
HVAC,Venting,ACR0240,Clear blocked vents,RUMI,163.46,0.01,90.00,865.00,138.46,Clear ice from blocked vents outside
HVAC,Condensate Neutralizer,ACR0240,Supply and install a condensate Neutralizer,MEMBER,513.87,0.5,90.00,865.00,138.46,cut drain line and supply and install new condensate neutralizer
HVAC,Condensate Neutralizer,ACR0240,Supply and install a condensate Neutralizer,STANDARD,570.96,0.5,90.00,865.00,138.46,cut drain line and supply and install new condensate neutralizer
HVAC,Condensate Neutralizer,ACR0240,Supply and install a condensate Neutralizer,RUMI,634.40,0.5,90.00,865.00,138.46,cut drain line and supply and install new condensate neutralizer
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,MEMBER,223.39,0.15,77.00,865.00,118.46,replace Neutralizer (when one is already present) with new complete unit
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,STANDARD,248.21,0.15,77.00,865.00,118.46,replace Neutralizer (when one is already present) with new complete unit
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,RUMI,275.79,0.15,77.00,865.00,118.46,replace Neutralizer (when one is already present) with new complete unit
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,MEMBER,172.16,0.15,40.00,865.00,61.54,replace Neutralizer material only
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,STANDARD,191.29,0.15,40.00,865.00,61.54,replace Neutralizer material only
HVAC,Condensate Neutralizer,ACR0240,Replace neutralizer,RUMI,212.54,0.15,40.00,865.00,61.54,replace Neutralizer material only
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (small),MEMBER,137.54,0.15,15.00,865.00,23.08,Clean up small amount of rusting in furnace and spray with paint
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (small),STANDARD,152.83,0.15,15.00,865.00,23.08,Clean up small amount of rusting in furnace and spray with paint
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (small),RUMI,169.81,0.15,15.00,865.00,23.08,Clean up small amount of rusting in furnace and spray with paint
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (large),MEMBER,226.47,0.25,23.00,865.00,35.38,Clean up large amount of rusting in furance and spray with paint
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (large),STANDARD,251.63,0.25,23.00,865.00,35.38,Clean up large amount of rusting in furance and spray with paint
HVAC,Clean up Rusting and touch up,ACR0240,Rusting furance and touch up (large),RUMI,279.59,0.25,23.00,865.00,35.38,Clean up large amount of rusting in furance and spray with paint
HVAC,Remotes,ACR0240,Replace existing remote (TSST),MEMBER,605.25,0.5,156.00,865.00,240.00,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Remotes,ACR0240,Replace existing remote (TSST),STANDARD,672.50,0.5,156.00,865.00,240.00,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Remotes,ACR0240,Replace existing remote (TSST),RUMI,747.22,0.5,156.00,865.00,240.00,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Remotes,ACR0240,Replace existing remote,MEMBER,1008.51,0.8,300.00,865.00,428.57,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Remotes,ACR0240,Replace existing remote,STANDARD,1120.57,0.8,300.00,865.00,428.57,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Remotes,ACR0240,Replace existing remote,RUMI,1245.08,0.8,300.00,865.00,428.57,Replace exisitng remote and reciever with a new remote and reciever
HVAC,Batteries,ACR0240,Replace batteries in remote,MEMBER,138.38,0.15,15.60,865.00,24.00,Replace Batteries with up to 4 batteries
HVAC,Batteries,ACR0240,Replace batteries in remote,STANDARD,153.75,0.15,15.60,865.00,24.00,Replace Batteries with up to 4 batteries
HVAC,Batteries,ACR0240,Replace batteries in remote,RUMI,170.83,0.15,15.60,865.00,24.00,Replace Batteries with up to 4 batteries
HVAC,Batteries,ACR0240,Replace batteries in receiver,MEMBER,144.33,0.15,19.90,865.00,30.62,Replace batteries in reciever with up to 4 batteries
HVAC,Batteries,ACR0240,Replace batteries in receiver,STANDARD,160.37,0.15,19.90,865.00,30.62,Replace batteries in reciever with up to 4 batteries
HVAC,Batteries,ACR0240,Replace batteries in receiver,RUMI,178.18,0.15,19.90,865.00,30.62,Replace batteries in reciever with up to 4 batteries
HVAC,Fan (new or replace),ACR0240,Replace Blower fan Level I,MEMBER,1170.64,1,305.00,865.00,435.71,Replace exisitng fan at back of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower fan Level I,STANDARD,1300.71,1,305.00,865.00,435.71,Replace exisitng fan at back of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower fan Level I,RUMI,1445.24,1,305.00,865.00,435.71,Replace exisitng fan at back of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level II,MEMBER,1737.32,1.5,443.00,865.00,632.86,Replace existing blower fans one on each side of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level II,STANDARD,1930.36,1.5,443.00,865.00,632.86,Replace existing blower fans one on each side of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level II,RUMI,2144.84,1.5,443.00,865.00,632.86,Replace existing blower fans one on each side of fireplace
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level III,MEMBER,2724.11,2.5,605.00,865.00,864.29,Replace existing blower fan by removing logs or glass to access blower
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level III,STANDARD,3026.79,2.5,605.00,865.00,864.29,Replace existing blower fan by removing logs or glass to access blower
HVAC,Fan (new or replace),ACR0240,Replace Blower Fan Level III,RUMI,3363.10,2.5,605.00,865.00,864.29,Replace existing blower fan by removing logs or glass to access blower
HVAC,Fan (new or replace),ACR0240,Replace variable speed controller,MEMBER,226.12,0.2,50.86,865.00,78.25,Replace with new variable speed controller
HVAC,Fan (new or replace),ACR0240,Replace variable speed controller,STANDARD,251.25,0.2,50.86,865.00,78.25,Replace with new variable speed controller
HVAC,Fan (new or replace),ACR0240,Replace variable speed controller,RUMI,279.16,0.2,50.86,865.00,78.25,Replace with new variable speed controller
HVAC,Fan (new or replace),ACR0240,Install new variable speed controller,MEMBER,493.87,0.5,75.56,865.00,116.25,Install new variable speed controller on fan blower system
HVAC,Fan (new or replace),ACR0240,Install new variable speed controller,STANDARD,548.75,0.5,75.56,865.00,116.25,Install new variable speed controller on fan blower system
HVAC,Fan (new or replace),ACR0240,Install new variable speed controller,RUMI,609.72,0.5,75.56,865.00,116.25,Install new variable speed controller on fan blower system
HVAC,Lights (new or replace),ACR0240,Replace lights,MEMBER,2162.25,2.5,156.00,865.00,240.00,"Replace up to 10 lights. Removing media, logs, burner, and going in through the inside of the burner box for accessing"
HVAC,Lights (new or replace),ACR0240,Replace lights,STANDARD,2402.50,2.5,156.00,865.00,240.00,"Replace up to 10 lights. Removing media, logs, burner, and going in through the inside of the burner box for accessing"
HVAC,Lights (new or replace),ACR0240,Replace lights,RUMI,2669.44,2.5,156.00,865.00,240.00,"Replace up to 10 lights. Removing media, logs, burner, and going in through the inside of the burner box for accessing"
HVAC,Lights (new or replace),ACR0240,Replace lights,MEMBER,886.50,1,78.00,865.00,120.00,Replace up to 5 lights. Removing front and going in through the front
HVAC,Lights (new or replace),ACR0240,Replace lights,STANDARD,985.00,1,78.00,865.00,120.00,Replace up to 5 lights. Removing front and going in through the front
HVAC,Lights (new or replace),ACR0240,Replace lights,RUMI,1094.44,1,78.00,865.00,120.00,Replace up to 5 lights. Removing front and going in through the front
HVAC,Lights (new or replace),ACR0240,Replace lights,MEMBER,263.70,0.2,78.00,865.00,120.00,Replace up to 5 lights. Quick removal and change out of lights through front.
HVAC,Lights (new or replace),ACR0240,Replace lights,STANDARD,293.00,0.2,78.00,865.00,120.00,Replace up to 5 lights. Quick removal and change out of lights through front.
HVAC,Lights (new or replace),ACR0240,Replace lights,RUMI,325.56,0.2,78.00,865.00,120.00,Replace up to 5 lights. Quick removal and change out of lights through front.
HVAC,Media,ACR0240,Repalce Glowing Embers,MEMBER,243.09,0.25,35.00,865.00,53.85,Replace existing glowing embers with new media
HVAC,Media,ACR0240,Repalce Glowing Embers,STANDARD,270.10,0.25,35.00,865.00,53.85,Replace existing glowing embers with new media
HVAC,Media,ACR0240,Repalce Glowing Embers,RUMI,300.11,0.25,35.00,865.00,53.85,Replace existing glowing embers with new media
HVAC,Media,ACR0240,Replace Glass Media,MEMBER,872.10,0.6,315.00,865.00,450.00,Replace 4lbs of glass media in fireplace with new
HVAC,Media,ACR0240,Replace Glass Media,STANDARD,969.00,0.6,315.00,865.00,450.00,Replace 4lbs of glass media in fireplace with new
HVAC,Media,ACR0240,Replace Glass Media,RUMI,1076.67,0.6,315.00,865.00,450.00,Replace 4lbs of glass media in fireplace with new
HVAC,Ignition,ACR0240,Replace Piezzo ignitor,MEMBER,479.25,0.5,65.00,865.00,100.00,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Piezzo ignitor,STANDARD,532.50,0.5,65.00,865.00,100.00,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Piezzo ignitor,RUMI,591.67,0.5,65.00,865.00,100.00,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermocouple,MEMBER,608.33,0.6,102.00,865.00,156.92,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermocouple,STANDARD,675.92,0.6,102.00,865.00,156.92,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermocouple,RUMI,751.03,0.6,102.00,865.00,156.92,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermopile,MEMBER,649.87,0.6,132.00,865.00,203.08,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermopile,STANDARD,722.08,0.6,132.00,865.00,203.08,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Thermopile,RUMI,802.31,0.6,132.00,865.00,203.08,Replace existing Piezzo ignitor
HVAC,Ignition,ACR0240,Replace Ignition assembly,MEMBER,1117.93,1,264.00,865.00,377.14,Replace existing assembly
HVAC,Ignition,ACR0240,Replace Ignition assembly,STANDARD,1242.14,1,264.00,865.00,377.14,Replace existing assembly
HVAC,Ignition,ACR0240,Replace Ignition assembly,RUMI,1380.16,1,264.00,865.00,377.14,Replace existing assembly
HVAC,Control Module,ACR0240,Replace Control Module Level I,MEMBER,991.73,1,154.00,865.00,236.92,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level I,STANDARD,1101.92,1,154.00,865.00,236.92,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level I,RUMI,1224.36,1,154.00,865.00,236.92,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II,MEMBER,1171.93,1,306.00,865.00,437.14,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II,STANDARD,1302.14,1,306.00,865.00,437.14,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II,RUMI,1446.83,1,306.00,865.00,437.14,"Replace existing control module at front of fireplace, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level I (at the back of the unit),MEMBER,2237.33,2.6,154.00,865.00,236.92,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level I (at the back of the unit),STANDARD,2485.92,2.6,154.00,865.00,236.92,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level I (at the back of the unit),RUMI,2762.14,2.6,154.00,865.00,236.92,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II (at the back of the unit),MEMBER,2417.53,2.6,306.00,865.00,437.14,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II (at the back of the unit),STANDARD,2686.14,2.6,306.00,865.00,437.14,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Control Module,ACR0240,Replace Control Module Level II (at the back of the unit),RUMI,2984.60,2.6,306.00,865.00,437.14,"Replace existing control board by removing logs or glass to access board, clean fireplace glass and replace burner embers"
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level I,MEMBER,1252.35,1.1,308.00,865.00,440.00,Replace existing Valve at front of the fireplace
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level I,STANDARD,1391.50,1.1,308.00,865.00,440.00,Replace existing Valve at front of the fireplace
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level I,RUMI,1546.11,1.1,308.00,865.00,440.00,Replace existing Valve at front of the fireplace
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level II,MEMBER,2614.24,2.6,459.00,865.00,655.71,Replace existing gas valve by removing logs or glass to access board
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level II,STANDARD,2904.71,2.6,459.00,865.00,655.71,Replace existing gas valve by removing logs or glass to access board
HVAC,Gas Valve,ACR0240,Replace Gas Valve Level II,RUMI,3227.46,2.6,459.00,865.00,655.71,Replace existing gas valve by removing logs or glass to access board
HVAC,Conversion kits,ACR0240,Conversion kit for Majestic,MEMBER,4494.86,4,1074.00,865.00,1534.29,Replace existing Valve and ignition assembly
HVAC,Conversion kits,ACR0240,Conversion kit for Majestic,STANDARD,4994.29,4,1074.00,865.00,1534.29,Replace existing Valve and ignition assembly
HVAC,Conversion kits,ACR0240,Conversion kit for Majestic,RUMI,5549.21,4,1074.00,865.00,1534.29,Replace existing Valve and ignition assembly
HVAC,Logs,ACR0240,Replace 1 smaller log,MEMBER,596.94,0.5,150.00,865.00,230.77,Replace 1 smaller log
HVAC,Logs,ACR0240,Replace 1 smaller log,STANDARD,663.27,0.5,150.00,865.00,230.77,Replace 1 smaller log
HVAC,Logs,ACR0240,Replace 1 smaller log,RUMI,736.97,0.5,150.00,865.00,230.77,Replace 1 smaller log
HVAC,Logs,ACR0240,Replace 1 main log,MEMBER,923.30,0.75,264.00,865.00,377.14,Replace 1 main log on fireplace
HVAC,Logs,ACR0240,Replace 1 main log,STANDARD,1025.89,0.75,264.00,865.00,377.14,Replace 1 main log on fireplace
HVAC,Logs,ACR0240,Replace 1 main log,RUMI,1139.88,0.75,264.00,865.00,377.14,Replace 1 main log on fireplace
HVAC,Gas Log Lighter,ACR0240,Replace existing gas log lighter,MEMBER,416.63,0.4,76.00,865.00,116.92,Remove existing log lighter. Supply and install 1 - new log lighter
HVAC,Gas Log Lighter,ACR0240,Replace existing gas log lighter,STANDARD,462.92,0.4,76.00,865.00,116.92,Remove existing log lighter. Supply and install 1 - new log lighter
HVAC,Gas Log Lighter,ACR0240,Replace existing gas log lighter,RUMI,514.36,0.4,76.00,865.00,116.92,Remove existing log lighter. Supply and install 1 - new log lighter
HVAC,Touch ups and cleanings,ACR0240,Clean Gas Fireplace,MEMBER,316.78,0.35,32.00,865.00,49.23,Clean media and logs inside burner cabinet
HVAC,Touch ups and cleanings,ACR0240,Clean Gas Fireplace,STANDARD,351.98,0.35,32.00,865.00,49.23,Clean media and logs inside burner cabinet
HVAC,Touch ups and cleanings,ACR0240,Clean Gas Fireplace,RUMI,391.09,0.35,32.00,865.00,49.23,Clean media and logs inside burner cabinet
HVAC,Touch ups and cleanings,ACR0240,Touch up paint inside fireplace,MEMBER,332.17,0.4,15.00,865.00,23.08,Touch up with black spray paint on inside burner box
HVAC,Touch ups and cleanings,ACR0240,Touch up paint inside fireplace,STANDARD,369.08,0.4,15.00,865.00,23.08,Touch up with black spray paint on inside burner box
HVAC,Touch ups and cleanings,ACR0240,Touch up paint inside fireplace,RUMI,410.09,0.4,15.00,865.00,23.08,Touch up with black spray paint on inside burner box
HVAC,Touch ups and cleanings,ACR0240,Touch up paint outside fireplace,MEMBER,460.02,0.55,23.00,865.00,35.38,Touch up with black spray paint on outside of fireplace
HVAC,Touch ups and cleanings,ACR0240,Touch up paint outside fireplace,STANDARD,511.13,0.55,23.00,865.00,35.38,Touch up with black spray paint on outside of fireplace
HVAC,Touch ups and cleanings,ACR0240,Touch up paint outside fireplace,RUMI,567.93,0.55,23.00,865.00,35.38,Touch up with black spray paint on outside of fireplace
HVAC,Touch ups and cleanings,ACR0240,Touch up paint on venting,MEMBER,410.02,0.5,15.00,865.00,23.08,Touch up black venting with spray paint
HVAC,Touch ups and cleanings,ACR0240,Touch up paint on venting,STANDARD,455.58,0.5,15.00,865.00,23.08,Touch up black venting with spray paint
HVAC,Touch ups and cleanings,ACR0240,Touch up paint on venting,RUMI,506.20,0.5,15.00,865.00,23.08,Touch up black venting with spray paint
HVAC,WETT Inspection,ACR0240,WETT Inspection,MEMBER,330.08,0.424,0.00,865.00,0.00,Complete with detailed report
HVAC,WETT Inspection,ACR0240,WETT Inspection,STANDARD,366.76,0.424,0.00,865.00,0.00,Complete with detailed report
HVAC,WETT Inspection,ACR0240,WETT Inspection,RUMI,407.51,0.424,0.00,865.00,0.00,Complete with detailed report
HVAC,WETT Inspection,ACR0240,WETT Inspection Rushed report,MEMBER,58.39,0.075,0.00,865.00,0.00,This price is added to the Wett inspection price to rush the report to 3 buisness days
HVAC,WETT Inspection,ACR0240,WETT Inspection Rushed report,STANDARD,64.88,0.075,0.00,865.00,0.00,This price is added to the Wett inspection price to rush the report to 3 buisness days
HVAC,WETT Inspection,ACR0240,WETT Inspection Rushed report,RUMI,72.08,0.075,0.00,865.00,0.00,This price is added to the Wett inspection price to rush the report to 3 buisness days
HVAC,WETT Inspection,ACR0240,WETT Inspection Reassessment,MEMBER,155.70,0.2,0.00,865.00,0.00,Reassess report with customers detailed photos
HVAC,WETT Inspection,ACR0240,WETT Inspection Reassessment,STANDARD,173.00,0.2,0.00,865.00,0.00,Reassess report with customers detailed photos
HVAC,WETT Inspection,ACR0240,WETT Inspection Reassessment,RUMI,192.22,0.2,0.00,865.00,0.00,Reassess report with customers detailed photos
HVAC,Chimney Cap,ACR0240,New/Replace Cap on direct vent,MEMBER,540.91,0.38,177.00,865.00,272.31,Install new or replace chimney cap on gas fireplace
HVAC,Chimney Cap,ACR0240,New/Replace Cap on direct vent,STANDARD,601.01,0.38,177.00,865.00,272.31,Install new or replace chimney cap on gas fireplace
HVAC,Chimney Cap,ACR0240,New/Replace Cap on direct vent,RUMI,667.79,0.38,177.00,865.00,272.31,Install new or replace chimney cap on gas fireplace
HVAC,Chimney Cap,ACR0240,New/Replace Cap on brick chimney,MEMBER,503.52,0.38,150.00,865.00,230.77,Install new or replace chimney cap on wood fireplace brick chimney
HVAC,Chimney Cap,ACR0240,New/Replace Cap on brick chimney,STANDARD,559.47,0.38,150.00,865.00,230.77,Install new or replace chimney cap on wood fireplace brick chimney
HVAC,Chimney Cap,ACR0240,New/Replace Cap on brick chimney,RUMI,621.63,0.38,150.00,865.00,230.77,Install new or replace chimney cap on wood fireplace brick chimney
HVAC,Chimney Cap,ACR0240,New/Replace Cap on ICC Wood Chimney,MEMBER,617.26,0.38,250.00,865.00,357.14,Install new or replace chimney cap on ICC Wood Chimney
HVAC,Chimney Cap,ACR0240,New/Replace Cap on ICC Wood Chimney,STANDARD,685.84,0.38,250.00,865.00,357.14,Install new or replace chimney cap on ICC Wood Chimney
HVAC,Chimney Cap,ACR0240,New/Replace Cap on ICC Wood Chimney,RUMI,762.05,0.38,250.00,865.00,357.14,Install new or replace chimney cap on ICC Wood Chimney
HVAC,Fireplace Glass,ACR0240,"Replace Fireplace Glass with new tempered glass 36""x20""",MEMBER,1105.58,1.1,180.00,865.00,276.92,"Replace Fireplace Glass with new tempered glass 36""x20"" and new gasket for Gas Fireplaces ONLY"
HVAC,Fireplace Glass,ACR0240,"Replace Fireplace Glass with new tempered glass 36""x20""",STANDARD,1228.42,1.1,180.00,865.00,276.92,"Replace Fireplace Glass with new tempered glass 36""x20"" and new gasket for Gas Fireplaces ONLY"
HVAC,Fireplace Glass,ACR0240,"Replace Fireplace Glass with new tempered glass 36""x20""",RUMI,1364.91,1.1,180.00,865.00,276.92,"Replace Fireplace Glass with new tempered glass 36""x20"" and new gasket for Gas Fireplaces ONLY"
